review_date,review_title,review_comment,review_rating,review_link
24 January 2011,Sublime Scorsese,Definitely the the type of movie that makes it worth going to the theater Very intense action and violence twisting plot lot s of misdirection The story line is a bit overly whelming at times this isn t a good movie to watch if you re tired and follow the action the double crosses and the sometimes confusing who s who of the movie but if you can just remember the basic characters the minor twists won t be too confusing While it s certainly not a love story there is that element with a bit of a morality play going the whole time I can t make some of the statements I d like to make because I really try to avoid spoilers in my reviews but I ll say that I enjoyed the movie even though had I been in charge it may have ended differently All that said if you like a thriller that has some rough and tough violence and a plot with a few twists and turns this film would be one I d recommend to you,8,https://www.imdb.com/review/rw2375071/?ref_=tt_urv
16 July 2007,"Self-indulgent, Overrated & Bloated",When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,1,https://www.imdb.com/review/rw1694872/?ref_=tt_urv
25 April 2007,"Another ""Sympathy"" Oscar",I m never going to be in a position to win an Oscar so maybe I just don t understand how goshdarn fab it is to get one Still were I Martin Scorsese I can t imagine not being too ashamed to show my face in public after receiving an Oscar for this claptrap This isn t a Martin Scorsese film this is a Saturday Night Live sendup of a Martin Scorsese film This is the Academy saying Well we didn t give him one for Gangs of New York or for Good Fellas and he s getting a little long in the tooth after all We d better give him an Oscar for this before he croaks Is there anyone ANYONE in this film with the possible exception of DiCaprio who isn t acting following a major dose of Xanax Matt Damon evidently took his Xanax after a lobotomy that was so botched that he could no longer even change his facial expression And what s with Mark Wahlberg s HAIR Is there any redeeming social value in scene after scene after scene of heads exploding in a red cloud Even Scorsese is bored with depicting violence he does it because it s expected of him not because he really gives a damn anymore You re stupid enough to want it he s jaded enough to give it to you A plot line with more holes in it than the hull of The Titanic Characters about as appealing as Jeffrey Dahmer You can t care what happens to a single person in this film and you can t even care that the moral center collapses about an hour in This film isn t even sickening it s just dull dull witted and trashy Scorsese got his Oscar out of sympathy too bad the film doesn t have any for the viewer,1,https://www.imdb.com/review/rw1644130/?ref_=tt_urv
9 August 2022,Excellent,Plot 9 10 Acting 10 10 Cinematography 5 6 7 Score 3 5 Enjoyable 1 1 86 100 Favorite Character Billy Leonardo DiCaprio Favorite Scene Billy Meeting Costello Favorite Quote I m the guy who tells you there are guys you can hit and there are guys you can t Now that s not quite a guy you can t hit but it s almost a guy you can t hit Mr French,9,https://www.imdb.com/review/rw8417552/?ref_=tt_urv
26 March 2007,THIS won an Oscar? Any Oscar?,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,1,https://www.imdb.com/review/rw1625230/?ref_=tt_urv
9 October 2006,"Scorsese tries, almost succeeds, but fails in my eyes...",When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,7,https://www.imdb.com/review/rw1493826/?ref_=tt_urv
22 February 2007,The Good & Bad Of 'The Departed',THE GOOD A big collection of well known male actors headed by veteran Jack Nicholson give standout performances Leonardo DiCaprio and Matt Damon play guys who are both working both sides of the fence and the big suspense revolves around their characters and if will be found out Martin Sheen Mark Wahlberg the only female with many lines Alec Baldwin and Ray Winstone give superb support My favorite was Winstone a guy I m familiar with from Sexy Beast and The Proposition Despite the length of this movie it keeps your interest all the way I never got more bored BUT THE BAD I did get tired of all the f words Usually I could care less about that but over 250 of them Sometimes it seemed like every sentence It was ludicrous and after awhile your senses seemed bombarded with it such as too much action can numb you It just wasn t necessary to have it said THAT many times and by practically everybody in the film That s my other main complaint every character in here is a scumbag an untrustworthy person who will sleep with anyone and lie to everyone Baldwin s character as an FBI director was the most ridiculous of them all Both of these faults are typical for a Martin Scorcese film He s pathetic Sorry Marty but not every person in the world is a low life as you must be OVERALL Nonethelss to be fair his movies like this one are usually interesting just the sordid stuff done to excess If you can put up with the latter you ll like this film a lot,6,https://www.imdb.com/review/rw1604785/?ref_=tt_urv
1 March 2015,Scorsese's Boston gangster opera,Frank Costello Jack Nicholson is a Boston Irish mobster He mentors Colin Sullivan Matt Damon ever since as a little kid Eventually Colin joins the Special Investigation Unit in the State Police headed by Captain Queenan Martin Sheen and the unpleasant Staff Sergeant Dignam Mark Wahlberg He works directly under Captain Ellerby Alec Baldwin He begins a relationship with police psychiatrist Madolyn Madden Vera Farmiga Billy Costigan Leonardo DiCaprio is a new police recruit from a family of lowlife criminals Queenan and Dignam put him undercover After serving some time in prison he works with his petty criminal cousin Sean Kevin Corrigan and catches the eye of Sullivan s henchman Mr French Ray Winstone Director Martin Scorsese goes to Boston to film this gangster opera The cast is second to none There is great acting being done here Leo is terrific holding up even against the peacock acting of Nicholson Winstone is powerfully rough Damon is twisting his sweet persona into something a bit more of a douche There is a bit too much plot and sometimes the movie tries to do too many things For example Scorsese doesn t need some of the camera moves or the back and forth editing which only distracts from staying with the plot It may work even better with a simplified style This movie is best at its bloody brutal core especially with Leo acting up a storm,8,https://www.imdb.com/review/rw3193866/?ref_=tt_urv
29 April 2007,"Vastly Overrated. Worst ""Good Film"" of 2006 POSSIBLE SPOILERS",Maratin Scorsese has been a fixture in Hollywood for decades and members of the Motion Picture Academy must have felt that they owed him this Oscar for being Martin Scorsese certainly not for this film which has more phony elements in it than any movie in recent memory True it has 3 1 2 high profile stars Leonardo DiCaprio Matt Damon Jack Nicholson and Mark Wahlberg Plus it has more violence than can be found anywhere outside a war zone and enough blood to fill your average blood bank Scorsese has plowed this field before in Goodfellas a vastly superior movie Why didn t I like it Because the plot is stuffed with unbelievable elements including a three way romance between Damon as a cop DiCaprio as an undercover agent posing as a criminal and a police psychiatrist who is treating them both As for Jack Nicholson he is reprising previous roles as the Devil this time in the person of a crime boss who is also get this an informant for the FBI Damon is Nicholson s mole inside the police department and DiCaprio is the police department s mole inside Nicholson s organization The question is who s going to find whom first and eventually after many bloody twists and turns who gives a damn anyway Scorsese has made more bad films than good ones but what the hell it s time to give him his Oscar As for the principals DiCaprio presents himself as a cool but tortured soul living a dangerous lie Damon is Damon once again and Nicholson is out there in front of the camera chewing the scenery as he is increasingly wont to do Wahlberg does quite a decent job in a completely over the top role as an overseer in the under cover section of the police department Martin Sheen distinguishes himself in this movie as DiCaprio s ultimate boss primarily because his character is almost believable and he s low key where everyone else is hamming it up big time This movie is expensive trash and its success proves once again that you can t underestimate the taste of the American people or of the Motion Picture Academy,4,https://www.imdb.com/review/rw1645836/?ref_=tt_urv
8 December 2006,Come on! Where is the logic of it all? (Spoiler warning),When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,1,https://www.imdb.com/review/rw1539634/?ref_=tt_urv
4 January 2020,A film that only gets better with each viewing,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,8,https://www.imdb.com/review/rw5382205/?ref_=tt_urv
7 October 2006,if THE DEPARTED is the movie fo the year then INFERNAL AFFAIRS is the worlds best movie,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,5,https://www.imdb.com/review/rw1491431/?ref_=tt_urv
3 January 2013,Breathless But Bewildering,This has enough violence and gritty street stuff to be another intriguing descent into the world of crime and punishment for Scorsese and his blend of attractive brutality but it is vastly overrated It can be confusing and less than engaging as its myriad of mobsters and cops parade in and out of frame with varying results of believability The acting and characterizations are all over the place with wide ranges of volume and machismo One example is that the affairs of the heart here are never founded and come across as less than real Take the scene in the restaurant Is that for one minute real with its forced laughter Or the bedroom sex scene It is a movie that seems full of itself rather than full The complexities are so twisted and run by so fast that its hard to keep up with it all It could be that the pacing is such to give it that dizzying feeling of being trapped like a rat in the bowels of the beast but its breathless energy sucks the life out of the story and its just whiz bang bang bang bang While not without its attractions of audacious anarchy and it delivers so much that it is hard not to get involved in the goings on But the Director has made many better films and one cannot get the feeling that the adulation for this one is misplaced or in place of past disregards,7,https://www.imdb.com/review/rw2730492/?ref_=tt_urv
15 November 2006,"Bad acting, non-existent character development, confusing plot.",First of all I must say this is THE worst Martin Scorsese movie I have ever seen I usually like Scorsese s movie but this one is the first one I have encounter that totally blow me away in its awfulness My first problem with The Departed is the casting They got a bunch of baby face fruitcakes like Leonardo DiCaprio Matt Damon Anthony Anderson and Mark Wahlberg which totally throws the suspension of disbelief out of the window It is like watching a bunch of boy scouts playing cops and robbers None of them look like cops more like boy scouts Secondly the acting is just wooden There is no subtlety in the acting and they try to cover that up by over acting and constant swearing Perhaps it is to make them look more mature for their part Now about the plot it is pretty thin and confusing at times lacks clarity or resolve The several scenes made me cringe particularly when Jack Nicholson tries to torture Leonardo DiCaprio it just seems totally unbelievable after Jack Nicholson violently tortured DiCaprio and he trusted him AGAIN Now about Matt Damon s acting in this movie it is pretty god damn bad In fact what acting Matt Damon just doesn t emote at all He is as souless and as wooden as a robot It is extremely wooden as if he is the living proof that Pinocchio exist Leonardo s acting is more of his usual self pretty boy in distress with endless whinings to anyone who would lend his ears to him but in this movie he seems particularly out of place The character development lacks subtle internal conflicts presented in the original character so involving and multi dimensional Jack Nicholson is just his usual sly scoundrel self Totally uninspiring acting Same goes with Martin Sheen s super stiff acting Anthony Anderson is totally mis casted in this movie as if he is a comic relief and yet there is nothing comic about it The character development and inter character dynamics are almost non existent between the two rivaling characters Leonardo DiCaprio Matt Damon it is as if they are in two separate movies The movie not only lacks any subtlety but blatantly plays up the caricatures of what we perceived as mafia loud mouth constantly swearing goons it is both extremely clich and uninteresting The plot is also pretty confusing due to extremely bad direction it lacks focus and the camera work is also chaotic and uninteresting,1,https://www.imdb.com/review/rw1521379/?ref_=tt_urv
10 May 2021,This one is about the mark of a great director,Like i said this film is about the mark of a great director in this case a well paced well written violent movie with a great choice of songs a mark that Scorsese is known for doing so well but this one here is not his best film not saying it s bad far from it but definitely not the one he should have won the oscar for in my opinion the film that the Academy should give his best director award was way back for Raging Bull also not forgetting that he wasn t even nominated for Taxi Driver but anyway judging this film it have a great cast full of good performances especially by Leonardo Dicaprio and Mark Wahlberg Also this movie is a remake of a 2002 Hong Kong film called Mou gaan dou the second time that Scorsese did a remake the first one being Cape Fear 1991,8,https://www.imdb.com/review/rw6901026/?ref_=tt_urv
9 January 2021,Martin Scorsese never disappoints,I have yet to watch a good or a very good Martin Scorsese movie Every movie I watched is a 10 Also old Jack Nicholson is as good as young Jack Nicholson,10,https://www.imdb.com/review/rw6458125/?ref_=tt_urv
10 July 2012,Entertaining... and not much more,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,7,https://www.imdb.com/review/rw2640262/?ref_=tt_urv
17 March 2007,The Untalented,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,1,https://www.imdb.com/review/rw1619288/?ref_=tt_urv
