review_date,review_title,review_comment,review_rating,review_link
23 February 2007,Hype hinders what could be a good film,Martin Scorcese is the front runner to win a Best Director Oscar for The Departed It s not that it s difficult to see why but you feel this film is getting undue credit based on the hype surrounding it Firstly do not pay attention to the films place in the top 250 list It is most definitely undeserved What lies beneath the hype of the film is a good story well told but still lacking This isn t a crime film or an action film it doesn t know what it is and ends up moving around needlessly The story is a good one and with a slightly better script this could have been one of the films of the year,7,https://www.imdb.com/review/rw1605724/?ref_=tt_urv
16 October 2006,Like comparing a brick with a samurai sword,Would I have rated this film higher if I had not seen the HK original Infernal Affairs Probably but when you have it s like comparing a brick with a samurai sword Set in the gritty underbelly of Boston The Departed is a story of two men working undercover on opposites sides of the law DiCaprio plays Billy Costigan a graduate State Trooper handpicked by Cpt Queenan Martin Sheen to infiltrate crime boss Frank Costello s the manic Jack Nicholson milk bar raidin computer chip and drug dealin organisation of what appears to be about 5 or 6 thugs The sixth or maybe seventh guy in the gang is Colin Sullivan Matt Damon whom Costello has groomed in his own image since childhood stricly in a criminal sense two Jack Nicholsons running your neighbourhood would be too scary Unless the other Jack was only 1 8th the size MiniJack in which case it would be quite sad funny Together they would turn away from their life of crime to star in their own music video about building castles in the sky well in either case there goes the neighbourhood to be his mole on the force The ingredients are there for a tense and thrilling cops n robbers drama Instead The Departed ends up as a blunt violent film with comedy where s it s not intended Its main problem is an utter lack of finesse Mak Siu Fai s screenplay led you to see for yourself the increasing sense of frustration isolation and fear of the good cop played superbly by the excellent Tony Leung much like Nicholas Cage s tormented good guy trapped in a bad guy s body in Face Off Scorsese meanwhile needed DiCaprio to literally yell and whinge about how frustrated isolated and fearful he felt because if he didn t I would ve missed it I mean what loneliness What isolation If ever he felt the onset of undercover angst he had the comfort of jumping in the sack with Damon s girlfreud or going to Cpt Queenan s house for supper and a chat try working in a cubicle 8 hours a day Sure the prospect being found out as a spy is pretty rough but if your boss is Jack Nicholson he s just as likely to grind you into mincemeat for spilling coffee on his tie Subtlety is a dying art Case in point is a scene where the bad cop shows off his policing chops by conning a crook into giving up his associates When confronted with the impasse in IA Andy Lau walks into the the room without missing a beat Calmly coolly smoothly he feeds the guy a line or two and then hook and sinker as well In TD when confronted with the same uncooperative thug Damon looks a little confounded but lo and behold He spies with his little eye a mysterious briefcase belonging to no one that just so happens to be lying around He then furrows his brow to indicate thinking Finally he says to his chums I know I ll take that mysterious briefcase belonging to no one but that just happens to be lying around go in there and pretend I m the guy s lawyer and trick him in to giving us the information we need The other big problem is some of the casting which means some of the acting Leo rings in an emotional but always believable performance and I think a little gold man is probably well due him at some stage Nicholson is Nicholson The choice of Martin Sheen as Cpt Queenan however is a little odd This character played with heroism and wit by Anthony Wong in IA should be to Nicholson s Costello what Professor X is to Magneto Instead Sheen appears blatantly impotent in contrast with his arch nemesis The inclusion of Marky Mark as the tough talking nutjob Sgt Dignam was as much a mystery as the briefcase in the interrogation room though as comic relief you can t help but laugh at his foul mouthed antics in spite of yourself Then there is Alec Baldwin Unfortunately I ve not been able to take him seriously since Team America unfortunate because that wasn t his fault Fortunately I can now not take him seriously on his own merit According to Mr Baldwin s Book of Acting senior police officers always except when playing golf default to an arms akimbo chest or gut stuck out position the more senior you are the lower the body part to be stuck out and crack one liners To make matters worse he lent a copy of his book to Marky Mark who compounded the error by reading it There is a scene in which they are standing together in a room BOTH with arms akimbo cracking one liners and giving the brief to the junior officers Maybe it s just me but one guy with his hands on his hips is fine he commands respect either because he is the boss or Hercules But more than one just looks ridiculous I suppose that s why The Three Amigos were so funny There are other moments of unintentional comedy you should discover for yourself Be sure to invite along a friend who actually speaks Cantonese to watch that scene with the tough Chinese gangsters Many critics have hailed this as Scorcese s comeback blockbuster and the box office might even give you the numbers to proof it As a movie in its own right it certainly is not without merits But compared with the original The Departed is dumbed down heavy handed and completely unnecessary I realise Hollywood is starting to run out of ideas but why remake an excellent movie when the ones that need redoing are the bad ones,4,https://www.imdb.com/review/rw1498673/?ref_=tt_urv
10 August 2020,Good acting from leonardo and matt,Good movie to watch especially the acting from leonardo DiCaprio and Matt damon very well made for some thrilling moments,8,https://www.imdb.com/review/rw5979999/?ref_=tt_urv
30 August 2022,Still Stands Up Among Today's Modern Films,This was an absolute masterpiece It forgoes today s flashy action predictable deus ex machina plots modern CGI and picture perfect good guy gets all endings for genuine suspense gritty crime and the great human elements of playing dirty and playing double LeoD and Matt Damon are incredible in this film bringing intention and rawness to an incredible script Definitely more than a simple story of cops and robbers This story digs deeper into the mind of man and arguably juxtaposes two definitions of what it means to belong what it means to make something of oneself and challenges the typical image of loyalty to tribe As much as we might despise our antagonist in this film an insightful viewer will respect his commitment to his definition of family and loyalty throughout most of the story This isn t a before bedtime film Come at it with an engaged mind ready to catch the details Try to keep up with this twisted plot and enjoy some great writing and screenplay,10,https://www.imdb.com/review/rw8498579/?ref_=tt_urv
8 January 2007,"Brilliant Acting, Brilliant Directing---Brilliant Movie",When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,,https://www.imdb.com/review/rw1567638/?ref_=tt_urv
20 February 2009,Shows Guy Ritchie to be the amateur that he is - 93%,Wow Not since Michael s Mann Heat has a movie surprised me with its brutal visceral and completely enthralling vision of the eternal battle between good and evil and how it affects all of us whether we want it to or not I confess this was my first Martin Scorsese film but I completely understand why this was the one that famously got him that long awaited Best Director gong from Oscar Suffice to say this ain t gonna be my last Scorsese film either Things are going pretty good for Boston crime lord Frank Costello Jack Nicholson His gang of Irish hoodlums pretty much own the streets his empire is secure and neither the police or the FBI can seemingly touch him The reason for this is he has a mole working within the Boston police department Colin Sullivan Matt Damon So senior detectives Queenan Martin Sheen and Dignam Mark Wahlberg decide to plant a mole inside Costello s gang local officer Billy Costigan Leonardo DiCaprio But when both sides discover that they are being infiltrated the race is on to not only bring Costello down but also just to survive Normally there are some things I can criticise about a movie Even Pulp Fiction my personal favourite has its flaws but the only one I can think of is the development of Vera Farmiga s character Madolyn which felt a touch too contrite to be believable Everything else is fantastic The performances from the jaw dropping cast surely one that only Scorsese could assemble are faultless Nicholson looks to be having a ball as the vile Costello and quite frankly it s great to see him back The script never lets you go from the first scene through to the explosive finale and this sprawling epic tale is told over an unexpectedly brilliantly soundtrack just needed a few more Rolling Stones tracks for my tastes And because this is Scorsese and you know through reputation that this is his yard the whole thing feels horrifyingly authentic not just the violence which is brutal enough to satisfy any action film fan but the feel of the thing If it wasn t so entertaining and didn t have big name stars all over the place you d think you were watching a documentary and not a remake of Hong Kong classic Infernal Affairs This is probably the best gangster film to emerge since Scorsese s heyday in the Eighties and early Nineties and yet nobody seems to be raving about The Departed in the same way they were about Goodfellas I can only assume that this is for two reasons The first is that they haven t bothered to see this because he hasn t made a good movie since Goodfellas apparently and reasoned that this wouldn t be any good either Fuggitabutit this is the real deal a welcome homecoming for a director who stuck to what he knew and came up trumps The other reason why this film isn t getting the praise it should is due to age but given time this will become a classic if it isn t one already It is a movie of real grade A class and any doubts or questions you may have about it will be dispelled pretty quickly Be a wise guy and go and see it,10,https://www.imdb.com/review/rw2026004/?ref_=tt_urv
7 October 2006,This was... AWESOME,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,10,https://www.imdb.com/review/rw1492066/?ref_=tt_urv
3 January 2007,Scorsese did it again !,I just came home from the cinema and i watched The departed i knew that Scorsese did a splendid job with all his maffia movies but this one is the best he ever did Dicaprio is wel cast in this picture so is Matt Damon and last but not least Jack Nicholson with the funny sick crime boss The storyline is good but you ll have to be a very attendfull viewer because every second of the film is important Dicaprio s acting performance is top of the charts it s his best picture since Gangs of New York Not the forget the producer Brad Pitt Jens Naeyaert,9,https://www.imdb.com/review/rw1562671/?ref_=tt_urv
18 September 2022,SAFE FOR ALL!,Pretty much a masterpiece Scorsese did a great job with The Departed It s a drama that will get you to laugh sometimes fast paced too and far from just an amusing movie but one that you will have to keep pace with to fully comprehend the plot Di Caprio s part was really important to me because it was the one I tried to identify with espesially after he gets released and he s roaming the town Almost every character is interesting though with Colin Costello and Dignam on top of the list Acting was great too Wahlberg is aware that he is not one of the best but I like him and in this film he proves his self However in this one I think it s more about the plot Top tier crime movie must see for everyone,9,https://www.imdb.com/review/rw8552577/?ref_=tt_urv
16 November 2006,"Overrated, overacted and over done",This film was a waste of some tremendous talent remember Mars Attacks with what seems to be a great cast yet such a poor storyline As for being in the top 250 The bottom 250 would be more appropriate I reckon the reason Martin Scorsese has never won an Oscar is simply that he s never deserved one As the master of overrated films he should be avoided The Departed continues this trend Gratuitous and often unexplained violence is liberally scattered around the hour too long the film lasts Jack Nicholson plays Jack Nicholson Ray Winstone plays Ray Winstone Leonardo DiCaprio starts OK and then over acts his way into making me laugh almost as much as he appears to be ready to burst into tears I cannot understand how this film has been rated so highly by so many I can only assume that the recent reduction in numbers of bloody and vicious films has brought some sadists out of the woodwork Films need a steady storyline either flowing or twisting with a little consistency the Departed doesn t possess this instead my feeling after seeing the film added to one of great disappointment was that the story was made up as the film was being made and that much of it had been left on the cutting room floor,1,https://www.imdb.com/review/rw1522026/?ref_=tt_urv
22 January 2007,Superb film-making,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,8,https://www.imdb.com/review/rw1580205/?ref_=tt_urv
21 March 2022,This movie is a 10+,Hands down a 10 movie The plot the story line from beginning to end the build up I will not spoil it for those that haven t see It but this is a MUST WATCH This is a movie you will not regret watching Classic,10,https://www.imdb.com/review/rw7994482/?ref_=tt_urv
2 July 2016,"Brilliant: intense, clever and action-filled",A tale of two cops though on different sides of the law Colin Sullivan played by Matt Damon is a Massachusetts State police detective He has risen through the ranks to head up a special department Public Enemy Number 1 is Frank Costello Jack Nicholson a crime network kingpin and the Sullivan s main target However Sullivan is a paid informant for Costello giving him tip offs on police raids and other useful information Meanwhile Billy Costigan Leonardo DiCaprio works for Costello However he is actually an undercover policeman spying on Costello In due course both know that there is a rat in their organisation but don t know their identity A deadly cat and mouse game ensues with both trying to uncover the other without being discovered themselves Brilliant crime drama from master director Martin Scorsese Slick clever watertight plot The symmetry and interdependence of the two adversaries makes for a very intriguing story and nail biting situations Often they have a piece of the puzzle but to get the complete picture and identify the mole they have to break their own cover creating some very tense situations Some great character based drama too especially involving Costigan The love triangle involving Madolyn Vera Farmiga was a nice touch The Departed is an adaptation of the Hong Kong crime drama Infernal Affairs Similar plots but The Departed has deeper characters more interesting sub plots and wittier dialogue For these reasons I rate The Departed higher than Infernal Affairs Historic movie too in that it gave Scorsese his first Oscar at last After six nominations previously with no award he won Best Director for The Departed When you look at what he was previously nominated for Raging Bull Goodfellas Gangs of New York The Aviator among others and consider those he should have been nominated for Taxi Driver The King of Comedy then you have to consider him incredibly unlucky That or the Academy doesn t like him On the subject of people the Academy doesn t like Leanardo DiCaprio puts in a great performance as Costigan His was the more difficult of the two lead roles as Costigan was a much more complex character than Sullivan Matt Damon hardly had to stretch himself for his role Sadly though not unsurprisingly considering DiCaprio s history with the Oscars DiCaprio didn t even get an Oscar nomination for his efforts Mark Wahlberg did get a nomination as Best Supporting Actor He puts in a good performance as the over the top obnoxious no nonsense Staff Sergeant Dignam It s debatable whether the nomination was deserved The performance does stand out however due to the colourfulness of the character Remaining cast is pretty much an all star one and includes Jack Nicholson Martin Sheen Alec Baldwin Vera Farmiga and Ray Winstone All of them deliver in spades as do the minor players A 21st century classic,10,https://www.imdb.com/review/rw3497884/?ref_=tt_urv
30 May 2022,Brilliant,Loved it Great film shocked i haven t watched this before We was focused on tge film from start to end It is a must watch most definitely,9,https://www.imdb.com/review/rw8189369/?ref_=tt_urv
14 April 2020,Scorsese at his true best,The cast in this film speaks for itself DiCaprio and Matt Damon give such a compelling performance and showcase the corruption of the police force The film manages to also include 3 or 4 twists in places you do not expect and this shows the courage and confidence that Scorsese has as a director The film is bold and gruesome but is told in such an intriguing way Jack Nicholson and Ray Winstone are both great and entertain their roles superbly However i believe that the best actor in this movie is Mark Wahlberg and his role in the film becomes the most important,10,https://www.imdb.com/review/rw5639736/?ref_=tt_urv
20 May 2007,Talent and tape wasted,Talent and tape wasted All the actors almost are top notch yet how can it fail to deliver on so many levels so frighteningly Is it that perhaps Scorsese is now seriously getting old and losing it Is it because the script gets nowhere Or is it that even Nicholson cannot salvage this unfortunate movie from the baptism of criticism that it will get Or is it Di Caprio who cannot shake off the novice look whatever character he portrays Just another sad awful chapter in the saga of the withering directors work For reference please see The Black Dahlia by Brian De Palma Cannot in any way be compared to the classics such as Scarface Donnie Brasco The Goodfellas and the like As for the Irish Mafia portrayed I believe somehow something is amiss Somehow it lacks credibility perhaps yearning too hard to be credited as tough as its Italian counterpart And this movie being nominated for Oscars that would be another thing coming,1,https://www.imdb.com/review/rw1659095/?ref_=tt_urv
23 June 2020,The departed,Definitely the the type of movie that makes it worth going to the theater Very intense action and violence twisting plot lot s of misdirection The story line is a bit overly whelming at times this isn t a good movie to watch if you re tired and follow the action the double crosses and the sometimes confusing who s who of the movie but if you can just remember the basic characters the minor twists won t be too confusing While it s certainly not a love story there is that element with a bit of a morality play going the whole time I can t make some of the statements I d like to make because I really try to avoid spoilers in my reviews but I ll say that I enjoyed the movie even though had I been in charge it may have ended differently All that said if you like a thriller that has some rough and tough violence and a plot with a few twists and turns this film would be one I d recommend to you,9,https://www.imdb.com/review/rw5848532/?ref_=tt_urv
9 December 2006,I Wish All Remakes Were This Good...,In the war between the police and the local underworld the cops have their mole with the crooks and the crooks their insider within the police So far so Hong Kong hit Infernal Affairs The Departed broadens its focus by giving a lot of attention to the chief of police and underworld crime boss but remains very close similarities to its model If you really had to remake this you might as well throw some serious star power and skill at it so enter director Martin Scorsese finally winning the Oscar for one of his lesser films but one that shows considerable confidence ease and skill Where this really shines though is in the characters In th central roles Matt Damon and Leonardo DiCaprio pretty much play the parts as Lau and Lueng did in the original Damon is all confident surface with a fragile foundation while DiCaprio is an incredibly tortured soul DiCaprio has more to work with but Damon creeps under your skin with surprising efficiency Martin Sheen as chief of police offers a sensitive character far removed from the usual cop drama s loud supervisor a template relegated instead to the crazed double act of Baldwin s obnoxious fed and Wallberg s foul mouthed cop For all this classy work though the turn that what will have crowds reeling with horror and laughter will be Jack Nicholson s mob boss Frank Costello He oozes perversion and violence and his improvisational riff on screenwriter Monahan s already repulsive character makes for the most spellbinding individual you will see on screen this year That touch alone warrants this whole remake exercise Credit a director who knows when to tweak things and when to get out of the way It s always a huge comfort to see Scorsese work his magic even on second hand material Ina year where old pros have tried to reinvent themselves with varying degrees of success such as Ridley Scott with rom com A Good Year and Oliver Stone with the dismal World Trade Center Scorsese s star shines brighter than ever What will he do next,8,https://www.imdb.com/review/rw1540189/?ref_=tt_urv
11 July 2023,Entertaining For Sure,Damon is a lot like Leo in that they always do good but they re never great It s just Leo tries to be better whereas Damon just embraces the fact Leo s problem isn t his ability he s just cursed with child like looks I really appreciate Damon s attempts to be a different person in True Grit I want more of that In this movie they prove the rule Jack Nicholson is always phenomenal Unlike the rest of his age of actors who get established and then coast through older life Nicholson has always truly given everything to every performance regardless of his age You would think he is still starving Extremely rare for an artist I m giving it an 8 because let s face it it s filled with people who get paid for their faces not their abilities Leo Damon Baldwin Wahlberg etc I really didn t like the chick they picked to play the psychiatrist she had no chemistry with Leo or Damon and all of the rival gangsters are caricatures instead of being interesting Italians and the Chinese It s good it s just not a 9 or 10,8,https://www.imdb.com/review/rw9183880/?ref_=tt_urv
7 October 2006,Who Can You Trust In This World?,Possibly the greatest remake of all time ripe multi layered and entirely its own beast The Departed is a swarthy vigorous and masculine film about two men trying to live social lives that are the fundamental antitheses of their internal sensibilities Their efforts loom to undo them either by breakdown or lethal revelation The unfolding of their stories concerns an ethical maze in which good and evil don each other s camouflage It s not what it s about but how it s about it which is invariably concordant with a Martin Scorsese film A densely cached morbidly hilarious and powerfully dramatic magnum opus of its genre The Departed is set in Boston instead of well New York L A Las Vegas It starts with a soda fountain scene that would fit perfectly in GoodFellas What is nonetheless purposefully missing is the basic luxury of that film Rather than a kid who lusts after growing up to be a mobster we have two kids who ripen as frauds One becomes a cop who goes undercover as a gangster and the other vice versa Both men excel their phony personas Scorsese and screenwriter William Monahan create sympathy and levels of histrionics in the film s early scenes by showing the bad guy mingle with top officials while the good guy is abused by top officials the former procuring a high class condo with a view from the top while the latter s family disintegrates The plot s white knuckled impact relies on frail humanity After several years both men come to relate to and crave the respect of the men they are misleading There are implicit father son relationships all over this film every single male character being both father and son to another to some degree And the scenario ties the extra knot of each man being validated by just one or two of the men on the side he s benefitting If DiCaprio s boss dies who can corroborate that he is actually a cop Cunningly descriptive tiers of this safe deposit are fleshed out by the customary apparatus of cell phones and computers When the directions of the two undercover men intersect will they ultimately arrive on either side of the same phone call When the police suppose they have a rat amongst them what if they appoint the rat to hunt himself Brief subtleties are fleeting but constant in the film s very tight very layered editing for instance the consecutive Catholic imagery surrounding a certain plot revelation One of the informants following another and the subsequent foot chase is an extremely well crafted sequence nearly on par with Henry Hill s frantic cocaine fueled day racing the helicopter in GoodFellas Both show Scorsese s virtuosity in employing a panicky hurried camera sound and music placement and lots of quick cuts The music clever thematic connotations in the use of Lucia di Lammermoor among its rampant highlights is so constant it overlaps Only as the end nears is there any extensive pin drop silence which is that much more intense on account of our conditioning to the music One of the film s rare silences is that long anticipated interaction by phone one of the final scenes before one of the arguable climaxes It is so intense not only because of who s speaking with one another but because at this point The Departed has never been this quiet It is fitting to gather that Boston blue collar Irish American men such as the predominant cast of characters were raised Irish Catholics and that if they have drifted away from the church s laws they have regardless not liberated themselves of an air of guilt Now imagine the guilt when you are concurrently committing crimes and betraying the men who rely on you Indeed the motivators in The Departed are the oldest in the book the notion of one s deepest selfhood and how it affects each character s deeds feelings and certainty The roots of Leonardo DiCaprio and Matt Damon s performances is that the familiar structure of movies implies that we trust most characters are behaving or communicating for themselves Yet in nearly every scene in this movie save for certain pivotal parts they are not Both actors channel this racking internal torment so that we can suppose and suspect it though not see it They re not sounding alarms to remind us of their betrayals In that regard the most truthful and candid characters in the movie are the good and evil men being deceived There is another character who is entrenched in an ethical clamp and may suspect it although she cannot for a long time realize it That is Vera Farmiga s psychologist who works for the police and who circumstantially comes to know both imposters She is at first caught off guard by the good guy s brutal eyewitness street honesty in a scene intercut with his unnerving experiences leading up to his seeing her She is afraid of getting her feet wet outside her ivory tower status quo but gradually her allegiance is not to her administrator but to her patient and what a snarled thicket that turns into Really the entire cast serves a plentiful tonic of equally ornate and nuanced performances from the leads to Ray Winstone s deeply felt right hand man Mark Wahlberg s becoming rendition of an abusive staff sergeant and Alec Baldwin s cheeky restless veteran and to fleeting bit roles And in an utterly self assured spontaneous and Oscar worthy performance Jack Nicholson makes Frank Costello not just a godfather turncoat or show off but a crafty and infectiously charismatic man whose betrayal runs so deep with his prot g it s horribly sad And it s representative of his real life inspiration Whitey Bulger s betrayal of his loyal and desperately dependent Southie community,10,https://www.imdb.com/review/rw1491409/?ref_=tt_urv
13 January 2015,Drawn out mob movie with a few twists,The Departed is loaded with talented actors and I went into it with high expectations That said during the last 30 minutes of the movie I just wanted it to end It has strong acting but that s a given considering all the on screen talent It is too long the pacing is too slow and just felt like it was missing something A lot about the movie felt contrived to me and I left the theater feeling deflated The love story was predictable a little weird and definitely inappropriate considering the characters positions The film didn t really have a climax instead there were a series of climactic moments that kept sort of just puttering out and letting me down The cinematography was boring as well most of the shots seemed pretty simple and uninteresting Similarly the score felt contrived and pedantic Like some bean counters calculated the songs most likely to impress a 2006 American audience and threw all of them into this film Overall I just can t recommend this film to people and I think it is possibly the most overrated film of the decade,4,https://www.imdb.com/review/rw3161710/?ref_=tt_urv
8 October 2006,Scorsese is simply at the top of his game!,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,9,https://www.imdb.com/review/rw1492175/?ref_=tt_urv
